Valeur fonciere,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
"121700,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"121700,00",11.0,"41,30",,,1,2.0,Appartement,49.0,3.0,,
"240000,00",17.0,"95,39",,,1,2.0,Appartement,99.0,4.0,,
"240000,00",22.0,,,,1,3.0,Dépendance,0.0,0.0,,
"180000,00",3.0,,32.0,,4,4.0,Local industriel. commercial ou assimilé,52.0,0.0,,
"19500,00",76.0,,,,1,3.0,Dépendance,0.0,0.0,,
"145445,00",101.0,"72,82",102.0,,2,2.0,Appartement,76.0,3.0,,
"145445,00",101.0,"72,82",102.0,,2,3.0,Dépendance,0.0,0.0,,
"145445,00",182.0,,,,1,3.0,Dépendance,0.0,0.0,,
"205000,00",,,,,0,1.0,Maison,60.0,4.0,S,406.0
"123300,00",11.0,,12.0,,2,3.0,Dépendance,0.0,0.0,,
"123300,00",11.0,,12.0,,2,2.0,Appartement,66.0,4.0,,
"74250,00",88.0,,,,1,3.0,Dépendance,0.0,0.0,,
"74250,00",198.0,"30,02",,,1,2.0,Appartement,31.0,2.0,,
"80000,00",145.0,,85.0,,2,3.0,Dépendance,0.0,0.0,,
"80000,00",24.0,,,,1,3.0,Dépendance,0.0,0.0,,
"80000,00",145.0,,85.0,,2,2.0,Appartement,24.0,1.0,,
"66000,00",19.0,,46.0,,2,2.0,Appartement,30.0,1.0,,
"66000,00",19.0,,46.0,,2,3.0,Dépendance,0.0,0.0,,
"66000,00",57.0,,,,1,3.0,Dépendance,0.0,0.0,,
"58000,00",84.0,,,,1,4.0,Local industriel. commercial ou assimilé,18.0,0.0,,
"112110,00",11.0,,27.0,,2,2.0,Appartement,53.0,2.0,,
"112110,00",277.0,,,,1,3.0,Dépendance,0.0,0.0,,
"112110,00",11.0,,27.0,,2,3.0,Dépendance,0.0,0.0,,
"77000,00",18.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77000,00",20.0,,9.0,,2,3.0,Dépendance,0.0,0.0,,
"77000,00",18.0,,,,1,3.0,Dépendance,0.0,0.0,,
"77000,00",20.0,,9.0,,2,3.0,Dépendance,0.0,0.0,,
"77000,00",18.0,,,,1,2.0,Appartement,43.0,2.0,,
"77000,00",20.0,,9.0,,2,2.0,Appartement,73.0,3.0,,
"65020,00",21.0,,48.0,"25,01",2,2.0,Appartement,36.0,1.0,,
"65020,00",36.0,,,,1,3.0,Dépendance,0.0,0.0,,
"108120,00",203.0,,,,1,2.0,Appartement,19.0,1.0,,
"108120,00",206.0,,,,1,2.0,Appartement,19.0,1.0,,
"105000,00",10.0,,9.0,,2,3.0,Dépendance,0.0,0.0,,
"105000,00",1.0,"50,00",7.0,,2,3.0,Dépendance,0.0,0.0,,
"105000,00",1.0,"50,00",7.0,,2,3.0,Dépendance,0.0,0.0,,
"105000,00",1.0,"50,00",7.0,,2,2.0,Appartement,52.0,3.0,,
"100350,00",18.0,,69.0,,2,3.0,Dépendance,0.0,0.0,,
"100350,00",18.0,,69.0,,2,2.0,Appartement,75.0,4.0,,
"35000,00",233.0,"30,18",,,1,2.0,Appartement,30.0,1.0,,
"35000,00",213.0,"30,05",,,1,2.0,Appartement,30.0,1.0,,
"49000,00",3.0,"11,67",,,1,2.0,Appartement,14.0,1.0,,
"382710,00",,,,,0,,,,,S,86.0
"382710,00",,,,,0,1.0,Maison,100.0,4.0,S,829.0
"124700,00",36.0,,37.0,,3,3.0,Dépendance,0.0,0.0,,
"124700,00",36.0,,37.0,,3,2.0,Appartement,92.0,5.0,,
"124700,00",36.0,,37.0,,3,3.0,Dépendance,0.0,0.0,,
"124700,00",348.0,,,,1,3.0,Dépendance,0.0,0.0,,
"175000,00",153.0,"96,56",49.0,,2,2.0,Appartement,94.0,4.0,,
"175000,00",207.0,,,,1,3.0,Dépendance,0.0,0.0,,
"175000,00",153.0,"96,56",49.0,,2,3.0,Dépendance,0.0,0.0,,
"175000,00",153.0,"96,56",49.0,,2,3.0,Dépendance,0.0,0.0,,
"106500,00",91.0,"55,80",92.0,,3,2.0,Appartement,55.0,3.0,,
"106500,00",91.0,"55,80",92.0,,3,3.0,Dépendance,0.0,0.0,,
"106500,00",91.0,"55,80",92.0,,3,3.0,Dépendance,0.0,0.0,,
"106500,00",281.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",78.0,"37,47",79.0,,3,2.0,Appartement,37.0,1.0,,
"85000,00",78.0,"37,47",79.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",78.0,"37,47",79.0,,3,3.0,Dépendance,0.0,0.0,,
"185000,00",56.0,,,,1,3.0,Dépendance,0.0,0.0,,
"185000,00",24.0,"61,96",,,1,2.0,Appartement,63.0,3.0,,
"174000,00",69.0,"86,21",,,1,3.0,Dépendance,0.0,0.0,,
"174000,00",69.0,"86,21",,,1,2.0,Appartement,85.0,3.0,,
"174000,00",56.0,,,,1,3.0,Dépendance,0.0,0.0,,
"496470,00",,,,,0,1.0,Maison,97.0,4.0,S,610.0
"10000,00",30.0,,,,1,3.0,Dépendance,0.0,0.0,,
"10000,00",22.0,,,,1,3.0,Dépendance,0.0,0.0,,
"209000,00",,,,,0,1.0,Maison,76.0,3.0,S,232.0
"99000,00",103.0,"79,60",134.0,,3,3.0,Dépendance,0.0,0.0,,
"99000,00",103.0,"79,60",134.0,,3,2.0,Appartement,86.0,4.0,,
"99000,00",103.0,"79,60",134.0,,3,3.0,Dépendance,0.0,0.0,,
"124000,00",139.0,"79,07",154.0,,2,3.0,Dépendance,0.0,0.0,,
"124000,00",139.0,"79,07",154.0,,2,2.0,Appartement,76.0,5.0,,
"124000,00",139.0,"79,07",154.0,,2,3.0,Dépendance,0.0,0.0,,
"183500,00",248.0,"62,60",,,1,2.0,Appartement,63.0,3.0,,
"183500,00",89.0,,,,1,3.0,Dépendance,0.0,0.0,,
"430000,00",115.0,,116.0,,6,4.0,Local industriel. commercial ou assimilé,174.0,0.0,,
"143500,00",124.0,,136.0,"52,61",2,2.0,Appartement,53.0,2.0,,
"143500,00",124.0,,136.0,"52,61",2,3.0,Dépendance,0.0,0.0,,
"143500,00",158.0,,,,1,3.0,Dépendance,0.0,0.0,,
"18000,00",11.0,"12,00",,,1,3.0,Dépendance,0.0,0.0,,
"66000,00",3.0,,32.0,"33,51",2,2.0,Appartement,33.0,1.0,,
"66000,00",57.0,,,,1,3.0,Dépendance,0.0,0.0,,
"66000,00",3.0,,32.0,"33,51",2,3.0,Dépendance,0.0,0.0,,
"94200,00",15.0,"65,14",5.0,,2,2.0,Appartement,64.0,4.0,,
"94200,00",15.0,"65,14",5.0,,2,3.0,Dépendance,0.0,0.0,,
"84000,00",10.0,,,,1,3.0,Dépendance,0.0,0.0,,
"84000,00",19.0,"54,25",,,1,2.0,Appartement,50.0,2.0,,
"135000,00",133.0,"96,48",29.0,,2,3.0,Dépendance,0.0,0.0,,
"135000,00",133.0,"96,48",29.0,,2,3.0,Dépendance,0.0,0.0,,
"135000,00",133.0,"96,48",29.0,,2,2.0,Appartement,94.0,4.0,,
"135000,00",252.0,,,,1,3.0,Dépendance,0.0,0.0,,
"24000,00",137.0,,138.0,,2,4.0,Local industriel. commercial ou assimilé,144.0,0.0,,
"110000,00",38.0,,54.0,,2,3.0,Dépendance,0.0,0.0,,
"110000,00",38.0,,54.0,,2,2.0,Appartement,70.0,4.0,,
"110000,00",117.0,,,,1,3.0,Dépendance,0.0,0.0,,
"110000,00",38.0,,54.0,,2,3.0,Dépendance,0.0,0.0,,
"116000,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"116000,00",12.0,"43,46",,,1,2.0,Appartement,43.0,2.0,,
"116000,00",23.0,,,,1,3.0,Dépendance,0.0,0.0,,
"155000,00",2.0,,27.0,,2,2.0,Appartement,52.0,2.0,,
"155000,00",2.0,,27.0,,2,3.0,Dépendance,0.0,0.0,,
"150000,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"150000,00",15.0,"76,21",,,1,2.0,Appartement,76.0,3.0,,
"150000,00",5.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",154.0,"42,87",155.0,,3,2.0,Appartement,42.0,2.0,,
"85000,00",154.0,"42,87",155.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",154.0,"42,87",155.0,,3,3.0,Dépendance,0.0,0.0,,
"12000,00",27.0,,,,1,3.0,Dépendance,0.0,0.0,,
"13750,00",99.0,"10,00",,,1,2.0,Appartement,11.0,1.0,,
"13750,00",216.0,,,,1,3.0,Dépendance,0.0,0.0,,
"51750,00",35.0,"50,00",52.0,,2,2.0,Appartement,67.0,2.0,,
"51750,00",35.0,"50,00",52.0,,2,3.0,Dépendance,0.0,0.0,,
"144000,00",170.0,,41.0,,2,2.0,Appartement,45.0,2.0,,
"144000,00",170.0,,41.0,,2,3.0,Dépendance,0.0,0.0,,
"14500,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"145000,00",12.0,,22.0,,3,3.0,Dépendance,0.0,0.0,,
"145000,00",12.0,,22.0,,3,2.0,Appartement,66.0,4.0,,
"145000,00",12.0,,22.0,,3,3.0,Dépendance,0.0,0.0,,
"337500,00",,,,,0,2.0,Appartement,58.0,3.0,S,585.0
"337500,00",,,,,0,2.0,Appartement,36.0,2.0,S,585.0
"337500,00",,,,,0,2.0,Appartement,59.0,2.0,S,585.0
"337500,00",,,,,0,4.0,Local industriel. commercial ou assimilé,64.0,0.0,S,585.0
"81250,00",151.0,"70,22",165.0,,2,3.0,Dépendance,0.0,0.0,,
"81250,00",151.0,"70,22",165.0,,2,2.0,Appartement,71.0,3.0,,
"81250,00",151.0,"70,22",165.0,,2,3.0,Dépendance,0.0,0.0,,
"22000,00",122.0,,,,1,3.0,Dépendance,0.0,0.0,,
"22000,00",123.0,,,,1,3.0,Dépendance,0.0,0.0,,
"126400,00",109.0,"48,86",138.0,,3,3.0,Dépendance,0.0,0.0,,
"126400,00",109.0,"48,86",138.0,,3,2.0,Appartement,48.0,2.0,,
"126400,00",138.0,,,,1,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,2.0,Appartement,173.0,7.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"351269,00",30.0,,38.0,"174,58",10,3.0,Dépendance,0.0,0.0,,
"4500,00",869.0,,,,1,3.0,Dépendance,0.0,0.0,,
"205200,00",17.0,,35.0,"71,62",2,3.0,Dépendance,0.0,0.0,,
"205200,00",17.0,,35.0,"71,62",2,2.0,Appartement,72.0,3.0,,
"205200,00",74.0,,,,1,3.0,Dépendance,0.0,0.0,,
"205200,00",113.0,"48,53",,,1,2.0,Appartement,49.0,3.0,,
"205200,00",108.0,,,,1,3.0,Dépendance,0.0,0.0,,
"242000,00",11.0,"80,37",12.0,,2,3.0,Dépendance,0.0,0.0,,
"242000,00",11.0,"80,37",12.0,,2,3.0,Dépendance,0.0,0.0,,
"242000,00",169.0,,,,1,3.0,Dépendance,0.0,0.0,,
"242000,00",11.0,"80,37",12.0,,2,2.0,Appartement,83.0,4.0,,
"92500,00",232.0,,262.0,,2,2.0,Appartement,63.0,4.0,,
"92500,00",232.0,,262.0,,2,3.0,Dépendance,0.0,0.0,,
"174800,00",108.0,,,,1,3.0,Dépendance,0.0,0.0,,
"174800,00",116.0,"65,42",,,1,2.0,Appartement,64.0,2.0,,
"174800,00",107.0,,,,1,3.0,Dépendance,0.0,0.0,,
"202930,00",218.0,"67,09",61.0,,2,2.0,Appartement,67.0,3.0,,
"202930,00",218.0,"67,09",61.0,,2,3.0,Dépendance,0.0,0.0,,
"202930,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"200600,00",80.0,,91.0,"112,45",2,3.0,Dépendance,0.0,0.0,,
"200600,00",80.0,,91.0,"112,45",2,2.0,Appartement,112.0,5.0,,
"200600,00",108.0,,,,1,3.0,Dépendance,0.0,0.0,,
"31000,00",88.0,"34,46",,,1,2.0,Appartement,34.0,1.0,,
"31000,00",88.0,"34,46",,,1,3.0,Dépendance,0.0,0.0,,
"12500,00",42.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",6.0,,8.0,"47,31",2,2.0,Appartement,50.0,3.0,,
"225000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,373.0
"225000,00",,,,,0,2.0,Appartement,65.0,3.0,S,373.0
"225000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,373.0
"225000,00",,,,,0,2.0,Appartement,65.0,3.0,S,373.0
"265050,00",176.0,,,,1,3.0,Dépendance,0.0,0.0,,
"265050,00",20.0,,35.0,"107,98",2,3.0,Dépendance,0.0,0.0,,
"265050,00",20.0,,35.0,"107,98",2,2.0,Appartement,108.0,4.0,,
"265050,00",117.0,,,,1,3.0,Dépendance,0.0,0.0,,
"60000,00",109.0,,13.0,"85,05",2,4.0,Local industriel. commercial ou assimilé,73.0,0.0,,
"245000,00",,,,,0,1.0,Maison,130.0,5.0,S,368.0
"117000,00",514.0,,610.0,"48,81",2,2.0,Appartement,53.0,2.0,,
"117000,00",396.0,,,,1,3.0,Dépendance,0.0,0.0,,
"117000,00",514.0,,610.0,"48,81",2,3.0,Dépendance,0.0,0.0,,
"51970,00",125.0,,,,1,3.0,Dépendance,0.0,0.0,,
"51970,00",58.0,"16,88",,,1,2.0,Appartement,18.0,1.0,,
"71000,00",17.0,,54.0,,3,2.0,Appartement,72.0,3.0,,
"71000,00",17.0,,54.0,,3,3.0,Dépendance,0.0,0.0,,
