Valeur fonciere,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
"150000,00",211.0,"48,69",,,1,2.0,Appartement,50.0,2.0,,
"38500,00",1018.0,"18,31",,,1,2.0,Appartement,20.0,1.0,,
"170000,00",57.0,"83,02",9.0,,2,2.0,Appartement,83.0,4.0,,
"170000,00",57.0,"83,02",9.0,,2,3.0,Dépendance,0.0,0.0,,
"170000,00",30.0,,,,1,3.0,Dépendance,0.0,0.0,,
"700000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,463.0,0.0,S,2450.0
"700000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,463.0,0.0,S,2450.0
"10000,00",728.0,,,,1,3.0,Dépendance,0.0,0.0,,
"6000,00",2034.0,,,,1,,,,,,
"350,00",,,,,0,,,,,S,5.0
"109000,00",298.0,,311.0,,2,3.0,Dépendance,0.0,0.0,,
"109000,00",298.0,,311.0,,2,2.0,Appartement,81.0,4.0,,
"109000,00",748.0,,,,1,3.0,Dépendance,0.0,0.0,,
"8500,00",,,,,0,,,,,S,170.0
"155000,00",10.0,,,,1,2.0,Appartement,21.0,2.0,,
"155000,00",2.0,,,,1,4.0,Local industriel. commercial ou assimilé,92.0,0.0,,
"196934,00",41.0,,42.0,,3,3.0,Dépendance,0.0,0.0,,
"196934,00",41.0,,42.0,,3,3.0,Dépendance,0.0,0.0,,
"196934,00",41.0,,42.0,,3,2.0,Appartement,86.0,4.0,,
"69300,00",,,,,0,,,,,T,12600.0
"3000,00",21.0,,,,1,3.0,Dépendance,0.0,0.0,,
"93240,00",66.0,"18,66",,,1,,,,,,
"185000,00",1.0,,11.0,,4,4.0,Local industriel. commercial ou assimilé,63.0,0.0,,
"26000,00",13.0,"7,02",8.0,"8,24",2,3.0,Dépendance,0.0,0.0,,
"26000,00",13.0,"7,02",8.0,"8,24",2,2.0,Appartement,8.0,1.0,,
"137000,00",6.0,"23,48",,,1,2.0,Appartement,23.0,1.0,,
"137000,00",4.0,"23,81",,,1,2.0,Appartement,22.0,1.0,,
"70000,00",127.0,,227.0,,3,3.0,Dépendance,0.0,0.0,,
"70000,00",127.0,,227.0,,3,2.0,Appartement,64.0,4.0,,
"70000,00",127.0,,227.0,,3,3.0,Dépendance,0.0,0.0,,
"730000,00",,,,,0,2.0,Appartement,126.0,5.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,55.0,3.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,68.0,2.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,58.0,2.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,42.0,1.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,17.0,1.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,32.0,1.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,30.0,1.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,30.0,2.0,S,272.0
"730000,00",,,,,0,2.0,Appartement,56.0,3.0,S,272.0
"55700,00",154.0,"24,61",53.0,,2,2.0,Appartement,25.0,0.0,,
"55700,00",86.0,,,,1,3.0,Dépendance,0.0,0.0,,
"55700,00",154.0,"24,61",53.0,,2,3.0,Dépendance,0.0,0.0,,
"534000,00",,,,,0,2.0,Appartement,16.0,1.0,S,231.0
"534000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,33.0,0.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,75.0,3.0,S,231.0
"534000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,13.0,0.0,S,231.0
"534000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,13.0,0.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,13.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,22.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,16.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,16.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,8.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,33.0,2.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,33.0,2.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,16.0,1.0,S,231.0
"534000,00",,,,,0,2.0,Appartement,16.0,1.0,S,231.0
"374100,00",,,,,0,1.0,Maison,146.0,6.0,S,1063.0
"8000,00",55.0,,,,1,3.0,Dépendance,0.0,0.0,,
"1000,00",,,,,0,,,,,S,24.0
"1499000,00",,,,,0,,,,,AG,1210.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,2.0,Appartement,113.0,3.0,S,1111.0
"1499000,00",,,,,0,2.0,Appartement,209.0,6.0,S,1111.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,1111.0
"1499000,00",,,,,0,,,,,VE,1565.0
"1499000,00",,,,,0,,,,,VE,10.0
"1499000,00",,,,,0,,,,,VE,1127.0
"1499000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,755.0,0.0,S,3594.0
"170000,00",,,,,0,1.0,Maison,130.0,5.0,S,368.0
"50000,00",,,,,0,,,,,AB,868.0
"98000,00",403.0,,,,1,3.0,Dépendance,0.0,0.0,,
"98000,00",309.0,"28,78",,,1,2.0,Appartement,29.0,1.0,,
"209500,00",38.0,"79,70",,,1,2.0,Appartement,79.0,4.0,,
"209500,00",24.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",152.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",113.0,,168.0,"31,68",2,2.0,Appartement,31.0,2.0,,
"85000,00",113.0,,168.0,"31,68",2,3.0,Dépendance,0.0,0.0,,
"12500,00",854.0,,,,1,3.0,Dépendance,0.0,0.0,,
"328140,00",24.0,,,,1,3.0,Dépendance,0.0,0.0,,
"328140,00",111.0,"135,43",,,1,2.0,Appartement,130.0,5.0,,
"60000,00",34.0,"32,21",5.0,,2,2.0,Appartement,32.0,1.0,,
"60000,00",59.0,,,,1,3.0,Dépendance,0.0,0.0,,
"60000,00",34.0,"32,21",5.0,,2,3.0,Dépendance,0.0,0.0,,
"58000,00",20.0,,,,1,3.0,Dépendance,0.0,0.0,,
"58000,00",32.0,"30,09",33.0,,2,2.0,Appartement,30.0,2.0,,
"182000,00",,,,,0,,,,,L,4119.0
"182000,00",,,,,0,1.0,Maison,72.0,3.0,S,100.0
"182000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,100.0
"1225,00",20.0,,,,1,4.0,Local industriel. commercial ou assimilé,195.0,0.0,,
"69000,00",14.0,,,,1,2.0,Appartement,21.0,2.0,,
"10000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"258800,00",,,,,0,,,,,S,222.0
"4600000,00",,,,,0,,,,,S,3138.0
"4600000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,9997.0,0.0,S,20936.0
"4600000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,1025.0,0.0,S,20936.0
"4600000,00",,,,,0,1.0,Maison,101.0,3.0,S,20936.0
"4600000,00",,,,,0,1.0,Maison,107.0,4.0,S,11730.0
"95000,00",24.0,,80.0,"65,13",2,3.0,Dépendance,0.0,0.0,,
"95000,00",24.0,,80.0,"65,13",2,3.0,Dépendance,0.0,0.0,,
"95000,00",24.0,,80.0,"65,13",2,2.0,Appartement,62.0,4.0,,
"139600,00",28.0,,34.0,"91,16",2,2.0,Appartement,91.0,4.0,,
"139600,00",28.0,,34.0,"91,16",2,3.0,Dépendance,0.0,0.0,,
"6000,00",2015.0,,,,1,,,,,,
"6000,00",2033.0,,,,1,,,,,,
"9500,00",317.0,,,,1,3.0,Dépendance,0.0,0.0,,
"1750000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,0.0,0.0,S,3117.0
"1750000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,860.0,0.0,S,3117.0
"84000,00",482.0,,492.0,"57,12",2,2.0,Appartement,64.0,3.0,,
"84000,00",713.0,,,,1,3.0,Dépendance,0.0,0.0,,
"84000,00",482.0,,492.0,"57,12",2,3.0,Dépendance,0.0,0.0,,
"172000,00",5.0,,6.0,,2,2.0,Appartement,84.0,3.0,,
"172000,00",4.0,,,,1,3.0,Dépendance,0.0,0.0,,
"96050,00",12.0,"40,23",45.0,,3,3.0,Dépendance,0.0,0.0,,
"96050,00",12.0,"40,23",45.0,,3,3.0,Dépendance,0.0,0.0,,
"96050,00",12.0,"40,23",45.0,,3,2.0,Appartement,40.0,1.0,,
"215000,00",,,,,0,1.0,Maison,89.0,5.0,S,517.0
"164000,00",9.0,"78,86",,,1,2.0,Appartement,77.0,3.0,,
"164000,00",9.0,"78,86",,,1,3.0,Dépendance,0.0,0.0,,
"164000,00",9.0,"78,86",,,1,3.0,Dépendance,0.0,0.0,,
"143050,00",14.0,,7.0,,2,3.0,Dépendance,0.0,0.0,,
"143050,00",14.0,,7.0,,2,2.0,Appartement,68.0,2.0,,
"73000,00",43.0,,51.0,"63,22",2,3.0,Dépendance,0.0,0.0,,
"73000,00",43.0,,51.0,"63,22",2,2.0,Appartement,64.0,4.0,,
"85000,00",2.0,"78,51",,,1,4.0,Local industriel. commercial ou assimilé,70.0,0.0,,
"48000,00",13.0,,,,1,3.0,Dépendance,0.0,0.0,,
"48000,00",7.0,,8.0,,2,2.0,Appartement,15.0,1.0,,
"152000,00",12.0,,,,1,2.0,Appartement,74.0,3.0,,
"152000,00",12.0,,,,1,3.0,Dépendance,0.0,0.0,,
"11500,00",867.0,,,,1,3.0,Dépendance,0.0,0.0,,
"213000,00",177.0,,,,1,3.0,Dépendance,0.0,0.0,,
"213000,00",17.0,"80,79",18.0,,2,2.0,Appartement,82.0,4.0,,
"213000,00",17.0,"80,79",18.0,,2,3.0,Dépendance,0.0,0.0,,
"213000,00",17.0,"80,79",18.0,,2,3.0,Dépendance,0.0,0.0,,
"91430,00",5.0,"18,23",,,1,2.0,Appartement,18.0,1.0,,
"91430,00",4.0,"20,66",,,1,2.0,Appartement,20.0,1.0,,
"300000,00",,,,,0,1.0,Maison,111.0,4.0,S,397.0
"77000,00",105.0,"32,04",,,1,2.0,Appartement,32.0,1.0,,
"208000,00",644.0,,,,1,3.0,Dépendance,0.0,0.0,,
"208000,00",665.0,,,,1,3.0,Dépendance,0.0,0.0,,
"208000,00",408.0,"60,33",,,1,2.0,Appartement,60.0,3.0,,
"102000,00",132.0,"100,14",,,1,4.0,Local industriel. commercial ou assimilé,104.0,0.0,,
"72000,00",116.0,,149.0,"28,05",2,3.0,Dépendance,0.0,0.0,,
"72000,00",116.0,,149.0,"28,05",2,2.0,Appartement,29.0,1.0,,
"72000,00",206.0,,,,1,3.0,Dépendance,0.0,0.0,,
"105000,00",43.0,,72.0,"78,05",2,2.0,Appartement,78.0,5.0,,
"105000,00",43.0,,72.0,"78,05",2,3.0,Dépendance,0.0,0.0,,
"90000,00",308.0,,309.0,,2,3.0,Dépendance,0.0,0.0,,
"90000,00",308.0,,309.0,,2,2.0,Appartement,60.0,3.0,,
"90000,00",334.0,,,,1,3.0,Dépendance,0.0,0.0,,
"109000,00",26.0,,,,1,3.0,Dépendance,0.0,0.0,,
"109000,00",12.0,,26.0,,2,2.0,Appartement,47.0,2.0,,
"15000,00",36.0,,,,1,3.0,Dépendance,0.0,0.0,,
"65000,00",124.0,"62,11",125.0,,3,2.0,Appartement,62.0,4.0,,
"65000,00",124.0,"62,11",125.0,,3,3.0,Dépendance,0.0,0.0,,
"65000,00",124.0,"62,11",125.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",94.0,"52,79",95.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",94.0,"52,79",95.0,,3,2.0,Appartement,51.0,3.0,,
"85000,00",94.0,"52,79",95.0,,3,3.0,Dépendance,0.0,0.0,,
"120570,00",4.0,"64,28",,,1,2.0,Appartement,55.0,2.0,,
"74000,00",3.0,,36.0,,2,2.0,Appartement,35.0,1.0,,
"74000,00",3.0,,36.0,,2,3.0,Dépendance,0.0,0.0,,
"253140,00",10.0,,9.0,,2,2.0,Appartement,85.0,4.0,,
"84000,00",47.0,,,,1,3.0,Dépendance,0.0,0.0,,
"84000,00",5.0,,,,1,2.0,Appartement,38.0,2.0,,
"196500,00",106.0,,,,1,3.0,Dépendance,0.0,0.0,,
"196500,00",100.0,,117.0,,2,3.0,Dépendance,0.0,0.0,,
"196500,00",100.0,,117.0,,2,2.0,Appartement,100.0,3.0,,
"180000,00",62.0,,,,1,3.0,Dépendance,0.0,0.0,,
"180000,00",104.0,,36.0,,2,3.0,Dépendance,0.0,0.0,,
"180000,00",104.0,,36.0,,2,2.0,Appartement,66.0,3.0,,
"292000,00",11.0,"108,52",42.0,,3,2.0,Appartement,108.0,5.0,,
"292000,00",11.0,"108,52",42.0,,3,3.0,Dépendance,0.0,0.0,,
"292000,00",433.0,,,,1,3.0,Dépendance,0.0,0.0,,
"292000,00",11.0,"108,52",42.0,,3,3.0,Dépendance,0.0,0.0,,
"159550,00",47.0,"79,14",7.0,,2,2.0,Appartement,84.0,4.0,,
"159550,00",20.0,,,,1,3.0,Dépendance,0.0,0.0,,
"159550,00",47.0,"79,14",7.0,,2,3.0,Dépendance,0.0,0.0,,
"350000,00",,,,,0,,,,,VE,1312.0
"350000,00",,,,,0,2.0,Appartement,40.0,2.0,S,889.0
"350000,00",,,,,0,2.0,Appartement,30.0,1.0,S,889.0
"95000,00",16.0,"62,88",2.0,,2,2.0,Appartement,63.0,3.0,,
"95000,00",16.0,"62,88",2.0,,2,3.0,Dépendance,0.0,0.0,,
"177730,00",,,,,0,3.0,Dépendance,0.0,0.0,S,362.0
"177730,00",,,,,0,1.0,Maison,116.0,5.0,S,362.0
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,2.0,Appartement,71.0,3.0,,
"300,00",53.0,,,,1,2.0,Appartement,43.0,2.0,,
"300,00",54.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,2.0,Appartement,70.0,2.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"300,00",53.0,,,,1,3.0,Dépendance,0.0,0.0,,
"146000,00",186.0,,209.0,"69,05",2,2.0,Appartement,69.0,3.0,,
"146000,00",248.0,,,,1,3.0,Dépendance,0.0,0.0,,
"146000,00",186.0,,209.0,"69,05",2,3.0,Dépendance,0.0,0.0,,
"137800,00",7.0,"74,39",8.0,,3,3.0,Dépendance,0.0,0.0,,
"137800,00",7.0,"74,39",8.0,,3,2.0,Appartement,80.0,3.0,,
"137800,00",7.0,"74,39",8.0,,3,3.0,Dépendance,0.0,0.0,,
"78500,00",28.0,"80,68",,,1,2.0,Appartement,77.0,4.0,,
"352000,00",,,,,0,1.0,Maison,70.0,3.0,J,707.0
"352000,00",,,,,0,1.0,Maison,70.0,3.0,S,520.0
"131200,00",13.0,"81,75",67.0,,2,2.0,Appartement,72.0,4.0,,
"131200,00",167.0,,,,1,3.0,Dépendance,0.0,0.0,,
"131200,00",13.0,"81,75",,,1,4.0,Local industriel. commercial ou assimilé,10.0,0.0,,
"131200,00",13.0,"81,75",67.0,,2,3.0,Dépendance,0.0,0.0,,
"131200,00",13.0,"81,75",67.0,,2,3.0,Dépendance,0.0,0.0,,
"82000,00",21.0,"45,71",,,1,2.0,Appartement,45.0,1.0,,
"82000,00",22.0,,,,1,2.0,Appartement,43.0,2.0,,
"82000,00",21.0,"45,71",,,1,2.0,Appartement,56.0,2.0,,
"8000,00",181.0,,,,1,3.0,Dépendance,0.0,0.0,,
"242000,00",,,,,0,1.0,Maison,68.0,4.0,S,335.0
"186500,00",40.0,,,,1,2.0,Appartement,106.0,4.0,,
"186500,00",38.0,,,,1,3.0,Dépendance,0.0,0.0,,
"186500,00",37.0,,,,1,3.0,Dépendance,0.0,0.0,,
"186500,00",,,,,0,,,,,S,573.0
"10000,00",189.0,,,,1,3.0,Dépendance,0.0,0.0,,
"21000,00",,,,,0,,,,,P,759.0
"119000,00",24.0,,34.0,"66,05",2,2.0,Appartement,68.0,4.0,,
"119000,00",24.0,,34.0,"66,05",2,3.0,Dépendance,0.0,0.0,,
"73500,00",58.0,"73,75",,,1,2.0,Appartement,71.0,4.0,,
"73500,00",58.0,"73,75",,,1,3.0,Dépendance,0.0,0.0,,
"196300,00",24.0,,27.0,"82,34",2,3.0,Dépendance,0.0,0.0,,
"196300,00",24.0,,27.0,"82,34",2,2.0,Appartement,80.0,2.0,,
"69500,00",49.0,,72.0,"32,73",2,2.0,Appartement,33.0,1.0,,
"69500,00",49.0,,72.0,"32,73",2,3.0,Dépendance,0.0,0.0,,
"106480,00",168.0,,222.0,"33,20",2,3.0,Dépendance,0.0,0.0,,
"106480,00",152.0,,,,1,3.0,Dépendance,0.0,0.0,,
"106480,00",168.0,,222.0,"33,20",2,2.0,Appartement,34.0,2.0,,
"104400,00",291.0,,339.0,"58,48",2,3.0,Dépendance,0.0,0.0,,
"104400,00",291.0,,339.0,"58,48",2,2.0,Appartement,61.0,3.0,,
"104400,00",699.0,,,,1,3.0,Dépendance,0.0,0.0,,
"1,00",,,,,0,,,,,S,801.0
"1,00",,,,,0,,,,,S,4419.0
"3600,00",,,,,0,,,,,S,18.0
"162000,00",45.0,,,,1,3.0,Dépendance,0.0,0.0,,
"162000,00",170.0,,85.0,,2,3.0,Dépendance,0.0,0.0,,
"162000,00",170.0,,85.0,,2,2.0,Appartement,58.0,4.0,,
"237100,00",165.0,,186.0,"51,82",2,2.0,Appartement,64.0,2.0,,
"237100,00",441.0,,,,1,3.0,Dépendance,0.0,0.0,,
"237100,00",165.0,,186.0,"51,82",2,3.0,Dépendance,0.0,0.0,,
"236000,00",14.0,,28.0,,4,2.0,Appartement,83.0,3.0,,
"236000,00",14.0,,28.0,,4,3.0,Dépendance,0.0,0.0,,
"236000,00",14.0,,28.0,,4,3.0,Dépendance,0.0,0.0,,
"236000,00",14.0,,28.0,,4,3.0,Dépendance,0.0,0.0,,
"8000,00",,,,,0,,,,,P,1725.0
"103000,00",267.0,"27,75",,,1,2.0,Appartement,28.0,1.0,,
"160000,00",147.0,,283.0,,2,2.0,Appartement,74.0,4.0,,
"160000,00",414.0,,,,1,3.0,Dépendance,0.0,0.0,,
"160000,00",203.0,,,,1,3.0,Dépendance,0.0,0.0,,
"304000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,880.0
"304000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,880.0
"304000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,880.0
"304000,00",,,,,0,1.0,Maison,161.0,7.0,S,880.0
"14000,00",8.0,,,,1,3.0,Dépendance,0.0,0.0,,
"72500,00",61.0,,69.0,"62,99",2,2.0,Appartement,64.0,4.0,,
"85000,00",89.0,"55,20",90.0,,3,2.0,Appartement,56.0,3.0,,
"85000,00",89.0,"55,20",90.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",89.0,"55,20",90.0,,3,3.0,Dépendance,0.0,0.0,,
"111500,00",146.0,"60,10",147.0,,2,3.0,Dépendance,0.0,0.0,,
"111500,00",146.0,"60,10",147.0,,2,2.0,Appartement,59.0,3.0,,
"128300,00",685.0,,,,1,3.0,Dépendance,0.0,0.0,,
"128300,00",143.0,,160.0,"57,73",2,3.0,Dépendance,0.0,0.0,,
"128300,00",143.0,,160.0,"57,73",2,3.0,Dépendance,0.0,0.0,,
"128300,00",143.0,,160.0,"57,73",2,2.0,Appartement,59.0,3.0,,
"104900,00",184.0,"54,98",185.0,,3,3.0,Dépendance,0.0,0.0,,
"104900,00",184.0,"54,98",185.0,,3,2.0,Appartement,55.0,3.0,,
"104900,00",184.0,"54,98",185.0,,3,3.0,Dépendance,0.0,0.0,,
"188100,00",10.0,,15.0,,3,3.0,Dépendance,0.0,0.0,,
"188100,00",10.0,,15.0,,3,2.0,Appartement,66.0,3.0,,
"188100,00",31.0,,,,1,3.0,Dépendance,0.0,0.0,,
"188100,00",43.0,,,,1,3.0,Dépendance,0.0,0.0,,
"89000,00",143.0,,144.0,,3,3.0,Dépendance,0.0,0.0,,
"89000,00",143.0,,144.0,,3,2.0,Appartement,48.0,3.0,,
"37000,00",8.0,"42,27",,,1,4.0,Local industriel. commercial ou assimilé,46.0,0.0,,
"300000,00",28.0,,32.0,,4,4.0,Local industriel. commercial ou assimilé,140.0,0.0,,
"300000,00",28.0,,32.0,,4,4.0,Local industriel. commercial ou assimilé,140.0,0.0,,
"47000,00",161.0,"51,01",,,1,2.0,Appartement,50.0,1.0,,
"47000,00",48.0,,,,1,3.0,Dépendance,0.0,0.0,,
"81500,00",34.0,,,,1,3.0,Dépendance,0.0,0.0,,
"81500,00",172.0,"32,16",,,1,2.0,Appartement,32.0,2.0,,
"11000,00",123.0,,,,1,3.0,Dépendance,0.0,0.0,,
"147850,00",41.0,,55.0,"95,13",3,3.0,Dépendance,0.0,0.0,,
"147850,00",41.0,,55.0,"95,13",3,2.0,Appartement,94.0,5.0,,
"147850,00",87.0,,,,1,3.0,Dépendance,0.0,0.0,,
"147850,00",41.0,,55.0,"95,13",3,3.0,Dépendance,0.0,0.0,,
"11264,00",,,,,0,,,,,P,2.0
"11264,00",,,,,0,,,,,P,179.0
"11264,00",,,,,0,,,,,BT,497.0
"11264,00",,,,,0,,,,,P,347.0
"2915,00",,,,,0,,,,,P,7.0
"2915,00",,,,,0,,,,,BT,258.0
"12500,00",407.0,,,,1,3.0,Dépendance,0.0,0.0,,
"12250,00",362.0,,,,1,3.0,Dépendance,0.0,0.0,,
"127500,00",1.0,"80,31",,,1,2.0,Appartement,77.0,4.0,,
"83000,00",517.0,,,,1,3.0,Dépendance,0.0,0.0,,
"83000,00",905.0,,945.0,"33,91",2,2.0,Appartement,33.0,1.0,,
"83000,00",905.0,,945.0,"33,91",2,3.0,Dépendance,0.0,0.0,,
"80000,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"80000,00",32.0,,,,1,3.0,Dépendance,0.0,0.0,,
"80000,00",14.0,,,,1,2.0,Appartement,48.0,2.0,,
"14800,00",1.0,,2.0,,2,3.0,Dépendance,0.0,0.0,,
"14800,00",1.0,,2.0,,2,2.0,Appartement,35.0,2.0,,
"107000,00",27.0,,,,1,3.0,Dépendance,0.0,0.0,,
"107000,00",15.0,,44.0,"70,00",2,2.0,Appartement,68.0,3.0,,
"107000,00",15.0,,44.0,"70,00",2,3.0,Dépendance,0.0,0.0,,
"55000,00",426.0,,436.0,"57,49",2,2.0,Appartement,64.0,3.0,,
"55000,00",426.0,,436.0,"57,49",2,3.0,Dépendance,0.0,0.0,,
"126000,00",1.0,,25.0,"62,28",2,3.0,Dépendance,0.0,0.0,,
"126000,00",76.0,,,,1,3.0,Dépendance,0.0,0.0,,
"126000,00",1.0,,25.0,"62,28",2,2.0,Appartement,64.0,2.0,,
"109500,00",17.0,"90,22",48.0,,2,3.0,Dépendance,0.0,0.0,,
"109500,00",68.0,,,,1,3.0,Dépendance,0.0,0.0,,
"109500,00",17.0,"90,22",48.0,,2,2.0,Appartement,96.0,4.0,,
"109500,00",17.0,"90,22",48.0,,2,3.0,Dépendance,0.0,0.0,,
"30000,00",20.0,,,,1,2.0,Appartement,1.0,1.0,,
"30000,00",43.0,,,,1,2.0,Appartement,1.0,1.0,,
"30000,00",40.0,"14,57",,,1,2.0,Appartement,25.0,1.0,,
"45000,00",11.0,,62.0,"56,76",2,2.0,Appartement,64.0,3.0,,
"45000,00",11.0,,62.0,"56,76",2,3.0,Dépendance,0.0,0.0,,
"71400,00",2.0,,24.0,,3,3.0,Dépendance,0.0,0.0,,
"71400,00",2.0,,24.0,,3,2.0,Appartement,47.0,2.0,,
"71400,00",2.0,,24.0,,3,3.0,Dépendance,0.0,0.0,,
"52190,00",46.0,,,,1,3.0,Dépendance,0.0,0.0,,
"18000,00",43.0,,,,1,3.0,Dépendance,0.0,0.0,,
"17000,00",2.0,,,,1,3.0,Dépendance,0.0,0.0,,
"128800,00",44.0,,63.0,"59,18",2,3.0,Dépendance,0.0,0.0,,
"128800,00",44.0,,63.0,"59,18",2,2.0,Appartement,60.0,3.0,,
"128800,00",56.0,,,,1,3.0,Dépendance,0.0,0.0,,
"180000,00",70.0,,,,1,,,,,,
"180000,00",81.0,,,,1,,,,,,
"180000,00",13.0,,,,1,,,,,,
"51700,00",4.0,"30,93",,,1,4.0,Local industriel. commercial ou assimilé,31.0,0.0,,
"6000,00",2009.0,,,,1,,,,,,
"79000,00",36.0,,,,1,3.0,Dépendance,0.0,0.0,,
"79000,00",7.0,"38,27",,,1,2.0,Appartement,36.0,2.0,,
"230000,00",34.0,"94,14",,,1,2.0,Appartement,111.0,4.0,,
"70000,00",258.0,,,,1,3.0,Dépendance,0.0,0.0,,
"70000,00",293.0,"19,05",,,1,2.0,Appartement,19.0,1.0,,
"147000,00",16.0,"46,40",40.0,,2,3.0,Dépendance,0.0,0.0,,
"147000,00",16.0,"46,40",40.0,,2,2.0,Appartement,46.0,2.0,,
"147000,00",61.0,,,,1,3.0,Dépendance,0.0,0.0,,
"11500,00",21.0,,,,1,3.0,Dépendance,0.0,0.0,,
"86000,00",235.0,"50,80",236.0,,3,3.0,Dépendance,0.0,0.0,,
"86000,00",235.0,"50,80",236.0,,3,2.0,Appartement,50.0,3.0,,
